3.798113219970482464e-03 2.954707359420473585e+04 3.256618936762448357e+04 4.186657559459028562e+04 0.000000000000000000e+00
8.299341198366977368e-03 4.593285413598819287e+04 2.266691509989873521e+04 1.605937303929608606e+04 0.000000000000000000e+00
1.293222785829474530e-02 5.381441432997442462e+04 2.301873212909251743e+04 -1.079022959251968859e+04 0.000000000000000000e+00
1.764839540059406214e-02 5.605066508330301440e+04 3.148287486646930847e+04 1.590640343565809962e+04 0.000000000000000000e+00
2.256548624743046766e-02 5.307419335694092297e+04 2.459858121502459107e+04 -1.145583016807500826e+04 0.000000000000000000e+00
2.777643631869635560e-02 4.785370815452255920e+04 2.342637614864222996e+04 5.302407514771334718e+03 0.000000000000000000e+00
3.269804945164275084e-02 4.196656099292202998e+04 2.020254983127132436e+04 -2.550931122803044673e+03 0.000000000000000000e+00
3.761648412163147437e-02 3.672784792081612250e+04 1.744358035263916099e+04 3.166618952102930507e+03 0.000000000000000000e+00
4.263843590653306620e-02 3.242413424971377026e+04 1.470109398972724557e+04 9.313868483957644457e+02 0.000000000000000000e+00
4.756514397867403487e-02 2.919510350204948918e+04 1.337739551497547109e+04 -2.904556932313307698e+03 0.000000000000000000e+00
5.262095846540340571e-02 2.702468567816038558e+04 1.226240743857040252e+04 2.207396190809428845e+03 0.000000000000000000e+00
5.756031579008965421e-02 2.538539086999064239e+04 1.150664488552071089e+04 -4.203846301561451781e+01 0.000000000000000000e+00
6.254738086573084777e-02 2.381341007028298554e+04 1.085795195219158450e+04 6.602457133532005855e+02 0.000000000000000000e+00
6.757793245805240878e-02 2.245887304989022959e+04 1.006454651419670517e+04 2.536850700795911564e+02 0.000000000000000000e+00
7.255917271873940644e-02 2.094350156569288447e+04 9.172330052231067384e+03 1.310586126666829898e+02 0.000000000000000000e+00
7.753384095836814149e-02 1.936109565743752319e+04 8.296160958767928605e+03 1.117928102601472801e+03 0.000000000000000000e+00
8.251793095580771398e-02 1.774828985866306175e+04 7.573309616813767207e+03 -4.938852319711900805e+02 0.000000000000000000e+00
8.752751585855111927e-02 1.609731463875329428e+04 7.196638461697508319e+03 1.054427837676694935e+03 0.000000000000000000e+00
9.254701595891280663e-02 1.461791786237531414e+04 6.287364005257020835e+03 4.868204551673853189e+02 0.000000000000000000e+00
