3.798113219970482464e-03 4.001300185540592793e+04 4.705601124257513584e+04 1.558209990261025669e+05 0.000000000000000000e+00
8.299341198366977368e-03 4.375171661462466000e+04 1.954148112363567634e+03 -7.750682557907797673e+03 0.000000000000000000e+00
1.293222785829474530e-02 5.304560569109677454e+04 1.616397737999583478e+04 -2.586776541696601635e+04 0.000000000000000000e+00
1.764839540059406214e-02 5.411325925196512253e+04 2.079633616094114768e+04 1.318882955185455103e+04 0.000000000000000000e+00
2.256548624743046766e-02 5.382948547817694634e+04 2.451791030966256221e+04 -6.041040532171869927e+03 0.000000000000000000e+00
2.777643631869635560e-02 4.659983053526876029e+04 2.716527455866038508e+04 -1.440962903420463363e+03 0.000000000000000000e+00
3.269804945164275084e-02 4.170237677043634176e+04 1.993120817763564628e+04 6.093941415291244539e+02 0.000000000000000000e+00
3.761648412163147437e-02 3.779988128415286337e+04 2.007013887233936475e+04 1.618926126294729556e+03 0.000000000000000000e+00
4.263843590653306620e-02 3.299288943876967096e+04 1.631436167118874073e+04 -1.820246295094473554e+00 0.000000000000000000e+00
4.756514397867403487e-02 2.897502665658473416e+04 1.496286678446432234e+04 -3.766900649370040810e+03 0.000000000000000000e+00
5.262095846540340571e-02 2.718041326060289430e+04 1.176274029193110800e+04 6.654488266070748637e+01 0.000000000000000000e+00
5.756031579008965421e-02 2.509293174693129549e+04 1.053112531543552177e+04 -2.531129089080051472e+03 0.000000000000000000e+00
6.254738086573084777e-02 2.401018103622936542e+04 1.143638155753068895e+04 1.000317787734782883e+03 0.000000000000000000e+00
6.757793245805240878e-02 2.257131740110336614e+04 1.011741130677083493e+04 -7.902483249497282713e+02 0.000000000000000000e+00
7.255917271873940644e-02 2.117925151944733079e+04 9.996270442312717933e+03 6.708257004688672964e+01 0.000000000000000000e+00
7.753384095836814149e-02 1.936120937290012080e+04 7.824607332865833996e+03 2.230279251317379021e+02 0.000000000000000000e+00
8.251793095580771398e-02 1.773605774058101451e+04 8.684706805162393721e+03 -3.024049010648880653e+02 0.000000000000000000e+00
8.752751585855111927e-02 1.628859399555426353e+04 6.715616287994923368e+03 9.886382186069181444e+02 0.000000000000000000e+00
9.254701595891280663e-02 1.443316070739555653e+04 5.870693995029076177e+03 7.160067258101981906e+02 0.000000000000000000e+00
9.754962816585227570e-02 1.362992917227548423e+04 6.129109537610142979e+03 7.815685130920584243e+02 0.000000000000000000e+00
1.025319577549815842e-01 1.237103256560082082e+04 5.647557228974914324e+03 -2.165757974658446585e+02 0.000000000000000000e+00
1.075115963337573005e-01 1.157585642783086951e+04 5.523516737738707889e+03 7.186095091533298955e+02 0.000000000000000000e+00
1.125102824869452928e-01 1.102851237118002973e+04 4.775802330051337776e+03 -5.750413189365089295e+01 0.000000000000000000e+00
1.175500815351475242e-01 1.057820041809158647e+04 4.673494137104644324e+03 6.640925508375036088e+02 0.000000000000000000e+00
1.225369407693439466e-01 1.013305095904652626e+04 3.928830517302158569e+03 -3.931197313146631132e+02 0.000000000000000000e+00
1.275260915928623784e-01 9.802468824236273576e+03 4.167744642833888065e+03 5.173765382318740649e+02 0.000000000000000000e+00
1.325302049517290137e-01 9.384910782067730906e+03 3.785688866150483136e+03 8.680306910440305046e+01 0.000000000000000000e+00
1.375062658167523766e-01 8.769518291946104000e+03 3.410785253440093584e+03 7.262488584641140505e+02 0.000000000000000000e+00
1.425134383761388901e-01 8.394739240314687777e+03 3.378119184670822051e+03 1.530683347197877531e+01 0.000000000000000000e+00
1.475259185391497030e-01 7.904560415501335228e+03 3.046760549055054526e+03 3.052409002829149927e+02 0.000000000000000000e+00
1.525299392618520433e-01 7.354793553748531849e+03 2.863801319038436759e+03 1.020426566709347611e+02 0.000000000000000000e+00
1.574945641255308670e-01 6.932603594397480265e+03 2.569892800343585350e+03 -8.374608941732429912e+01 0.000000000000000000e+00
