7.769999999999999997e-03 4.236190464137500385e+04 2.335838927037500252e+04 2.130084640612499788e+04 1.460000000000000000e+02
1.599899999999999933e-02 5.523978424162499141e+04 2.984965562462500020e+04 6.401236769999999524e+03 8.980000000000000000e+02
2.573300000000000240e-02 4.988956076912500430e+04 2.549393090574999951e+04 2.183212076249999427e+02 2.698000000000000000e+03
3.563600000000000101e-02 3.872410055837500113e+04 1.871132957987500049e+04 2.355692034624999906e+03 4.966000000000000000e+03
4.540399999999999991e-02 3.022488638312499825e+04 1.326329338162500062e+04 -7.443103206250000312e+02 8.170000000000000000e+03
5.524699999999999750e-02 2.626516188937499828e+04 1.206668202087499958e+04 1.180335720125000080e+03 1.216000000000000000e+04
6.520099999999999507e-02 2.307345570712499830e+04 1.035621018512499904e+04 1.961979892500000346e+02 1.725800000000000000e+04
7.517699999999999383e-02 2.013589289899999858e+04 8.675481125874999634e+03 8.771001773750001576e+02 2.270200000000000000e+04
8.514900000000001634e-02 1.685222079424999902e+04 7.288103032874999371e+03 1.448617330000000436e+02 2.938600000000000000e+04
9.515399999999998859e-02 1.392207258824999917e+04 6.096317672625000341e+03 5.057718744999999672e+02 3.665800000000000000e+04
1.051279999999999992e-01 1.188876075724999828e+04 5.072682563125000343e+03 8.380282337499998846e+01 4.453600000000000000e+04
1.151350000000000012e-01 1.072517030399999931e+04 4.448409049249999953e+03 5.516008460000000468e+02 5.399800000000000000e+04
1.251409999999999745e-01 9.878454155874998833e+03 3.988101963624999826e+03 3.184966776250000180e+02 6.319400000000000000e+04
1.350940000000000196e-01 9.022343178875000376e+03 3.430992001374999745e+03 2.957284488750000264e+02 7.352200000000000000e+04
1.450849999999999917e-01 8.071057962999999290e+03 3.017677562374999525e+03 1.187870616250000069e+02 8.557000000000000000e+04
1.550670000000000381e-01 7.143075672874999327e+03 2.732331212874999892e+03 2.812907326249999755e+02 9.676600000000000000e+04
1.650639999999999885e-01 6.424280892624999979e+03 2.367828321625000171e+03 2.337846375000000023e+02 1.109920000000000000e+05
1.750839999999999896e-01 5.874970882999999048e+03 2.087685719250000147e+03 2.897991817500000025e+02 1.240660000000000000e+05
1.850959999999999828e-01 5.501940728249999665e+03 1.867703917250000131e+03 2.099184972499999731e+02 1.392980000000000000e+05
1.950970000000000204e-01 5.112457075999999688e+03 1.629375180875000069e+03 3.018762433750000014e+02 1.537660000000000000e+05
2.050769999999999815e-01 4.728621921625000141e+03 1.434262154999999893e+03 1.530930295000000001e+02 1.702420000000000000e+05
2.150540000000000229e-01 4.359970053124999140e+03 1.301845654749999994e+03 1.840173001250000198e+02 1.867120000000000000e+05
2.250559999999999783e-01 4.031647996000000148e+03 1.164160522749999927e+03 2.375090547500000184e+02 2.060500000000000000e+05
2.350710000000000022e-01 3.758847584624999854e+03 1.014115669374999925e+03 2.262567183749999913e+02 2.237260000000000000e+05
2.450660000000000061e-01 3.516272234249999656e+03 8.936615021249999700e+02 2.100399408749999850e+02 2.433860000000000000e+05
2.550650000000000417e-01 3.315999033000000054e+03 7.631993447500000229e+02 1.980256257499999890e+02 2.635300000000000000e+05
2.650689999999999991e-01 3.110290684499999770e+03 6.580863466249999192e+02 1.932268007499999669e+02 2.850580000000000000e+05
2.750650000000000595e-01 2.924117973374999565e+03 5.838434586250000393e+02 2.355265809999999647e+02 3.060040000000000000e+05
2.850500000000000256e-01 2.743851146625000183e+03 4.965967786250000131e+02 2.313692036250000115e+02 3.290020000000000000e+05
2.950520000000000365e-01 2.596043118750000303e+03 4.333313938750000034e+02 2.092911362500000223e+02 3.531940000000000000e+05
