7.769999999999999997e-03 1.561984248849999858e+04 1.368691049662499972e+04 9.335600481999999829e+03 1.460000000000000000e+02
1.599899999999999933e-02 1.953900495600000067e+04 1.582158022600000004e+04 4.005131988375000219e+03 8.980000000000000000e+02
2.573300000000000240e-02 1.702729146050000054e+04 1.251052675237499898e+04 -6.053638811249999208e+02 2.698000000000000000e+03
3.563600000000000101e-02 1.354943462787499811e+04 1.049514193187500132e+04 9.118938553750000438e+02 4.966000000000000000e+03
4.540399999999999991e-02 1.068935861237499921e+04 8.030812665249999554e+03 -4.042230959999999413e+02 8.170000000000000000e+03
5.524699999999999750e-02 9.027467940374999671e+03 6.725470326624998961e+03 5.503261406250001073e+02 1.216000000000000000e+04
6.520099999999999507e-02 7.953717935124998803e+03 6.013704871250000906e+03 5.796170876249999537e+02 1.725800000000000000e+04
7.517699999999999383e-02 6.876684546124999542e+03 4.960050308500000028e+03 4.812859222499999987e+02 2.270200000000000000e+04
8.514900000000001634e-02 5.754445773500000541e+03 4.198029953749999549e+03 4.371964503749999835e+02 2.938600000000000000e+04
9.515399999999998859e-02 4.703574053625000488e+03 3.406150017750000188e+03 2.939973648749999597e+02 3.665800000000000000e+04
1.051279999999999992e-01 3.974508752374999858e+03 2.844798135249999632e+03 2.138444471249999879e+02 4.453600000000000000e+04
1.151350000000000012e-01 3.552490163624999241e+03 2.537619930000000295e+03 3.083085803750000196e+02 5.399800000000000000e+04
1.251409999999999745e-01 3.251475180249999994e+03 2.268986683000000085e+03 1.837199060000000088e+02 6.319400000000000000e+04
1.350940000000000196e-01 2.974983863500000098e+03 2.042713580500000035e+03 2.412695207500000265e+02 7.352200000000000000e+04
1.450849999999999917e-01 2.616124102750000475e+03 1.768856422999999950e+03 1.466056523750000053e+02 8.557000000000000000e+04
1.550670000000000381e-01 2.290139334999999846e+03 1.589559658374999799e+03 1.388078084999999930e+02 9.676600000000000000e+04
1.650639999999999885e-01 2.032081916500000261e+03 1.390655748625000115e+03 1.066524398749999989e+02 1.109920000000000000e+05
1.750839999999999896e-01 1.848469098750000057e+03 1.250378034374999970e+03 1.492186373750000143e+02 1.240660000000000000e+05
1.850959999999999828e-01 1.713207154624999930e+03 1.128472671250000076e+03 1.141353790000000004e+02 1.392980000000000000e+05
1.950970000000000204e-01 1.590182542875000081e+03 1.017120672000000013e+03 1.173357756250000108e+02 1.537660000000000000e+05
2.050769999999999815e-01 1.459734266624999918e+03 9.323018726249999872e+02 8.242186087500000724e+01 1.702420000000000000e+05
2.150540000000000229e-01 1.328931003375000046e+03 8.515274151250000614e+02 8.252660737499999755e+01 1.867120000000000000e+05
2.250559999999999783e-01 1.219827908624999964e+03 7.701562796249999110e+02 8.632688112499999988e+01 2.060500000000000000e+05
2.350710000000000022e-01 1.125933668874999967e+03 7.068991154999998798e+02 7.675550387500000227e+01 2.237260000000000000e+05
2.450660000000000061e-01 1.050734983249999914e+03 6.371592736250000826e+02 7.452327562499999658e+01 2.433860000000000000e+05
2.550650000000000417e-01 9.813975177500000200e+02 5.800304872500000783e+02 6.471010325000000307e+01 2.635300000000000000e+05
2.650689999999999991e-01 9.183641812500000015e+02 5.361485999999999876e+02 4.983166087499999009e+01 2.850580000000000000e+05
2.750650000000000595e-01 8.541680328750001081e+02 4.887197008750000577e+02 5.438399400000000128e+01 3.060040000000000000e+05
2.850500000000000256e-01 8.018506166250000433e+02 4.536364267499999414e+02 5.288960562500000862e+01 3.290020000000000000e+05
2.950520000000000365e-01 7.497210827499999368e+02 4.179431879999999637e+02 4.468365587499999947e+01 3.531940000000000000e+05
