3.798113219970482464e-03 2.360109039205539375e+04 -4.837231749298105569e+03 1.113327867255134879e+04 0.000000000000000000e+00
8.299341198366977368e-03 4.221372577255331271e+04 2.057264232349789017e+04 2.571098686444150007e+04 0.000000000000000000e+00
1.293222785829474530e-02 5.885270630744691152e+04 4.861081272048687970e+04 5.172693811887253105e+03 0.000000000000000000e+00
1.764839540059406214e-02 5.714351500640808081e+04 2.710429715163219953e+04 4.553536282030811890e+03 0.000000000000000000e+00
2.256548624743046766e-02 5.795878902985414607e+04 3.118656216191411295e+04 -1.065194293004621250e+04 0.000000000000000000e+00
2.777643631869635560e-02 4.783346348422804294e+04 2.772902594942552241e+04 1.709674564396499409e+04 0.000000000000000000e+00
3.269804945164275084e-02 4.303884234923598706e+04 2.142028516262473568e+04 6.145044163315902352e+01 0.000000000000000000e+00
3.761648412163147437e-02 3.669189254175906535e+04 1.624307412723986090e+04 3.963803854339839745e+03 0.000000000000000000e+00
4.263843590653306620e-02 3.250955262928331649e+04 1.119465106630466289e+04 7.154802544359599779e+02 0.000000000000000000e+00
4.756514397867403487e-02 2.769034815745006563e+04 8.519532824144742335e+03 -3.294364059211010954e+03 0.000000000000000000e+00
5.262095846540340571e-02 2.682935632743996757e+04 1.265796374591090898e+04 4.576237649870473433e+03 0.000000000000000000e+00
5.756031579008965421e-02 2.610498570313084929e+04 1.169039673309570753e+04 1.114968543427650332e+02 0.000000000000000000e+00
6.254738086573084777e-02 2.358337883711667746e+04 1.007235619226888230e+04 -1.209410864597319232e+03 0.000000000000000000e+00
6.757793245805240878e-02 2.248794034060281047e+04 9.453575039581659439e+03 -1.525917803427770650e+03 0.000000000000000000e+00
7.255917271873940644e-02 2.117625643832910282e+04 9.667816165177620860e+03 1.426423946730734087e+03 0.000000000000000000e+00
7.753384095836814149e-02 1.926106058761026725e+04 8.027338716185681733e+03 1.579315915007780177e+03 0.000000000000000000e+00
